alert_type,is_critical,vbt,vct,vmt,vbv,vbc,soc,speed
Harsh Braking,0,31.3,33.5,44.14,70.49,10.91,67.06,8.54
Consecutive Fast Charging,1,46.46,58.27,70.91,46.43,-31.29,3.24,20.4
Harsh Acceleration,0,26.37,36.03,45.51,64.94,-21.93,48.42,40.47
Battery Under Voltage,1,30.35,43.62,60.35,45.2,-47.68,5.4,15.93
Harsh Braking,0,31.65,37.52,42.83,75.36,-21.19,83.73,17.06
Deep Discharge Warning,1,51.76,63.5,73.52,43.99,-45.36,4.74,9.24
Harsh Acceleration,0,31.92,39.58,44.9,69.93,3.78,60.04,43.68
Harsh Braking,0,32.34,35.07,54.34,74.24,-15.51,78.06,37.95
Harsh Acceleration,0,33.23,37.0,46.88,65.62,-4.08,48.1,10.16
Harsh Braking,0,31.06,35.64,52.78,64.44,-8.07,43.75,26.24
Battery Under Voltage,1,41.67,50.33,63.52,48.33,-51.49,27.48,10.64
Consecutive Fast Charging,1,39.85,53.54,68.82,45.46,-53.64,5.84,3.11
OverSpeed,0,26.83,30.6,26.01,71.84,-16.32,74.98,27.59
Harsh Cornering,0,32.47,36.34,47.02,74.47,-13.02,78.52,13.7
Harsh Braking,0,39.35,46.65,61.2,63.05,-7.94,41.87,21.3
Thermal Overheat Surge,1,57.3,70.1,72.48,47.83,-52.09,11.0,5.14
Thermal Overheat Surge,1,39.82,56.23,65.61,44.9,-69.47,1.77,11.89
Low SoC,1,45.66,59.28,76.82,45.69,-54.11,2.8,9.99
Harsh Braking,0,25.26,28.58,39.21,79.92,-24.9,97.53,26.97
Harsh Acceleration,0,26.59,33.82,38.24,65.32,-12.94,48.54,52.36
Deep Discharge Warning,1,45.69,62.72,79.49,46.33,-36.38,4.26,0.64
Battery Under Voltage,1,42.35,60.47,71.97,46.9,-45.18,5.73,2.4
Consecutive Fast Charging,1,46.24,53.38,80.76,50.9,-50.76,10.71,22.07
Consecutive Fast Charging,1,45.7,51.49,79.12,48.12,-35.82,8.58,39.37
Harsh Acceleration,0,29.46,34.61,39.44,65.58,-29.53,47.65,45.59
Harsh Acceleration,0,27.36,35.02,34.52,77.52,-35.52,88.99,47.11
Low SoC,1,42.56,60.36,59.86,47.62,-40.91,5.72,5.43
Battery Under Voltage,1,35.1,42.12,60.48,46.24,-36.29,7.59,12.89
Harsh Braking,0,29.44,31.14,44.6,73.85,-11.73,76.24,34.78
Harsh Cornering,0,33.39,35.24,44.64,76.01,-6.64,84.15,47.76
Deep Discharge Warning,1,48.22,62.05,84.5,45.9,-53.88,3.83,20.22
Deep Discharge Warning,1,51.67,64.58,64.26,48.87,-60.21,14.4,23.91
OverSpeed,0,31.54,40.31,42.14,81.2,-18.75,97.01,40.16
Deep Discharge Warning,1,44.91,49.97,49.01,47.09,-58.98,11.83,17.45
Deep Discharge Warning,1,49.67,54.69,78.86,46.99,-50.33,13.11,7.42
Harsh Braking,0,31.53,40.25,37.35,72.99,-3.72,72.47,39.32
Deep Discharge Warning,1,40.93,53.17,66.1,47.4,-34.77,10.64,6.73
Harsh Acceleration,0,26.36,31.97,25.21,78.78,-33.7,93.58,28.63
Harsh Braking,0,24.5,31.07,41.75,69.79,-21.9,57.3,30.96
Low SoC,1,44.0,58.01,75.22,48.41,-51.68,10.82,1.96
Harsh Braking,0,30.31,32.87,41.67,65.93,-37.08,48.4,33.2
Harsh Acceleration,0,32.84,38.3,48.97,72.31,-16.58,74.75,47.92
Deep Discharge Warning,1,56.79,64.8,86.41,48.0,-42.08,13.65,27.78
Harsh Braking,0,27.58,28.28,46.45,70.1,-5.42,64.79,28.41
Low SoC,1,28.85,41.57,62.91,46.39,-49.24,10.81,1.61
Low SoC,1,26.31,40.63,59.12,47.28,-71.55,11.86,22.79
Harsh Acceleration,0,27.19,32.27,34.91,74.05,-4.7,76.37,18.13
Harsh Cornering,0,31.1,39.17,49.94,65.48,-13.26,48.2,31.33
Harsh Cornering,0,28.27,36.28,44.28,69.63,-9.76,62.2,39.89
Deep Discharge Warning,1,31.68,31.38,53.46,45.78,-38.16,3.36,2.21
Deep Discharge Warning,1,38.55,58.02,68.0,47.46,-29.56,22.11,6.91
Harsh Acceleration,0,37.18,43.93,52.01,70.45,-8.49,61.84,16.3
Consecutive Fast Charging,1,33.44,47.73,45.82,46.76,-44.27,8.96,20.81
Low SoC,1,53.1,58.53,66.47,47.7,-90.53,7.85,1.72
Low SoC,1,32.28,47.45,58.4,46.08,-36.86,4.65,73.4
Harsh Braking,0,32.99,35.24,47.44,69.45,-21.51,65.69,29.79
Low SoC,1,48.02,61.24,60.75,45.55,-46.76,5.27,10.78
OverSpeed,0,29.65,35.45,36.52,75.38,-30.57,85.24,35.79
Battery Under Voltage,1,30.09,43.27,57.42,47.53,-48.56,2.91,0.95
Consecutive Fast Charging,1,44.56,56.34,89.3,47.16,-42.03,5.61,7.44
Low SoC,1,48.78,66.53,66.95,43.77,-43.17,2.75,8.03
Harsh Braking,0,31.53,36.45,40.16,71.85,-28.83,69.21,21.72
Harsh Acceleration,0,25.74,32.6,40.99,71.11,-1.25,69.56,27.33
OverSpeed,0,27.99,31.72,42.28,71.21,1.01,71.37,48.74
Low SoC,1,35.96,40.24,62.74,43.99,-48.27,1.11,4.65
Harsh Braking,0,29.65,37.03,37.56,74.79,-2.34,83.46,9.62
Battery Under Voltage,1,33.87,44.51,63.8,45.93,-31.06,0.27,20.56
Battery Under Voltage,1,36.69,45.74,56.26,49.31,-56.19,11.49,7.02
Harsh Acceleration,0,24.3,28.77,35.1,72.94,-8.2,73.57,38.15
Low SoC,1,33.98,50.1,69.07,49.25,-47.42,22.48,10.86
Low SoC,1,51.95,68.17,82.69,45.7,-47.0,4.8,43.8
Harsh Braking,0,30.45,38.93,44.56,69.64,-36.3,61.71,46.21
Harsh Acceleration,0,26.45,30.78,39.37,73.36,-18.64,76.04,56.93
Harsh Braking,0,34.0,42.71,36.85,76.82,-7.94,90.78,19.4
Deep Discharge Warning,1,49.59,59.2,68.61,44.64,-21.58,3.39,59.21
Deep Discharge Warning,1,41.11,56.08,71.1,47.73,-52.95,17.17,6.0
Deep Discharge Warning,1,48.56,61.11,88.43,49.5,-50.37,22.37,10.7
Harsh Braking,0,32.01,41.07,42.31,64.23,-9.73,42.12,34.03
Harsh Braking,0,23.96,27.9,50.52,75.79,-22.1,82.27,34.81
OverSpeed,0,31.87,37.48,49.36,77.24,-4.08,91.68,45.66
Consecutive Fast Charging,1,52.81,65.42,78.71,45.01,-42.86,1.65,1.36
Thermal Overheat Surge,1,42.31,52.01,65.37,48.03,-47.4,13.48,27.09
Thermal Overheat Surge,1,36.33,45.29,47.74,45.77,-52.89,1.76,3.17
Deep Discharge Warning,1,47.57,61.36,67.09,46.55,-15.2,9.1,15.1
OverSpeed,0,28.37,39.83,43.22,66.72,-1.5,49.72,36.97
Harsh Cornering,0,27.91,36.42,40.36,68.67,-32.97,61.56,32.54
Deep Discharge Warning,1,46.35,58.26,62.1,45.73,-59.13,3.25,3.23
Harsh Cornering,0,27.33,33.24,41.4,79.17,-12.67,97.31,21.78
Harsh Braking,0,27.92,35.84,50.23,76.57,-13.63,91.05,49.18
Harsh Braking,0,23.67,30.01,35.45,66.43,-23.96,53.38,30.03
Deep Discharge Warning,1,51.44,65.8,74.41,44.45,-78.74,5.37,8.49
OverSpeed,0,23.25,27.82,42.32,70.4,-18.27,63.25,28.89
Harsh Braking,0,28.51,37.23,47.05,67.85,-13.57,54.23,39.35
Thermal Overheat Surge,1,46.71,47.35,65.88,46.31,-34.31,5.98,20.83
Low SoC,1,47.04,52.65,77.81,45.52,-40.66,1.24,5.36
Harsh Braking,0,30.86,41.06,44.43,74.49,-7.13,76.56,29.24
Harsh Acceleration,0,32.71,40.69,50.61,75.34,-11.36,86.2,33.28
Harsh Cornering,0,29.77,33.95,41.53,72.31,-24.07,75.4,28.06
Consecutive Fast Charging,1,50.52,59.45,63.1,47.91,-55.5,10.91,15.96
Deep Discharge Warning,1,46.09,54.52,67.16,46.23,-39.53,4.49,8.14
Deep Discharge Warning,1,44.34,50.36,63.03,43.31,-41.48,3.3,30.13
Harsh Braking,0,24.48,28.01,43.17,70.5,-29.05,63.71,42.99
Deep Discharge Warning,1,48.2,59.09,75.49,46.06,-48.56,7.94,63.1
Harsh Acceleration,0,36.85,47.68,45.98,74.88,-33.92,76.53,0.0
Harsh Cornering,0,30.64,35.34,51.14,77.84,-16.47,89.61,19.63
Harsh Cornering,0,25.61,31.99,32.0,66.31,-8.02,50.52,41.52
Low SoC,1,30.79,42.57,61.45,47.03,-59.08,14.55,7.26
Low SoC,1,37.24,53.86,52.95,45.88,-47.18,2.78,37.67
Harsh Acceleration,0,25.09,31.46,46.16,79.23,-15.95,96.38,45.78
Harsh Braking,0,30.52,33.85,37.55,69.5,-11.14,64.25,24.17
Harsh Acceleration,0,30.32,36.27,38.07,71.26,-12.54,70.82,43.49
Harsh Braking,0,30.93,38.25,34.13,79.32,-6.99,92.02,13.63
Deep Discharge Warning,1,43.34,51.86,78.99,46.73,-20.45,9.08,22.34
Harsh Acceleration,0,33.84,38.52,38.19,62.54,-17.48,40.05,6.69
Battery Under Voltage,1,46.76,53.99,86.86,46.7,-25.48,3.04,0.89
Harsh Acceleration,0,23.66,28.31,34.9,69.97,-18.92,63.7,54.55
Low SoC,1,40.43,53.19,69.07,44.43,-37.94,5.25,2.15
Harsh Braking,0,35.24,42.82,46.95,72.07,-8.03,69.42,39.49
Deep Discharge Warning,1,38.96,54.02,61.96,47.14,-43.31,6.08,8.32
Low SoC,1,49.96,62.69,62.47,45.09,-26.23,3.67,3.38
Deep Discharge Warning,1,40.19,45.2,54.48,46.46,-9.13,4.98,18.89
Deep Discharge Warning,1,48.91,63.09,73.55,48.31,-74.4,10.27,20.84
Deep Discharge Warning,1,59.29,80.42,75.67,47.74,-42.28,12.43,20.52
Deep Discharge Warning,1,43.75,63.53,66.58,45.1,-51.44,8.35,13.34
OverSpeed,0,34.83,42.78,54.3,67.27,-20.08,53.7,31.15
Deep Discharge Warning,1,43.64,55.72,64.63,49.41,-48.84,11.97,3.8
Harsh Acceleration,0,32.34,40.48,44.75,68.78,-11.21,63.06,19.32
Deep Discharge Warning,1,45.75,53.93,68.81,45.6,-46.04,3.07,51.43
Deep Discharge Warning,1,46.83,65.33,68.47,47.89,-70.6,8.15,30.26
Low SoC,1,41.65,51.35,72.15,43.7,-46.52,2.43,6.02
Deep Discharge Warning,1,47.57,59.19,81.78,45.35,-39.44,3.13,10.05
Deep Discharge Warning,1,41.13,53.7,48.52,45.75,-35.6,11.58,1.71
Deep Discharge Warning,1,36.13,47.71,60.4,46.81,-42.07,14.61,16.64
Battery Under Voltage,1,42.08,55.0,56.26,47.9,-54.81,5.48,47.73
Harsh Acceleration,0,31.98,34.81,41.44,78.26,-25.58,92.28,57.0
Harsh Acceleration,0,27.61,33.71,34.27,64.88,-14.16,46.01,38.43
Battery Under Voltage,1,33.43,44.5,64.59,48.15,-54.32,7.95,2.85
Deep Discharge Warning,1,40.99,52.82,58.33,50.01,-50.97,8.58,12.59
Low SoC,1,48.75,63.08,64.57,43.94,-49.31,2.34,48.64
Low SoC,1,49.81,58.88,75.78,47.63,-51.26,7.97,4.49
Harsh Acceleration,0,24.14,31.41,39.29,69.09,-6.0,59.1,34.25
OverSpeed,0,33.11,41.8,55.03,75.62,7.03,84.67,28.12
Harsh Cornering,0,35.61,39.27,42.92,72.51,-27.01,76.41,21.29
Harsh Acceleration,0,21.4,22.86,40.58,68.14,-15.41,57.79,24.04
Harsh Acceleration,0,25.72,31.79,32.94,77.68,-19.31,96.8,52.71
Thermal Overheat Surge,1,43.06,61.0,55.1,50.91,-45.08,24.1,69.9
Harsh Braking,0,34.08,43.68,57.07,66.74,3.97,50.16,0.0
Deep Discharge Warning,1,49.89,66.26,77.8,46.52,-37.84,13.19,1.52
Harsh Cornering,0,29.53,37.38,43.33,64.88,-27.65,45.99,38.11
OverSpeed,0,24.49,28.66,28.05,71.46,-24.42,72.61,27.62
Low SoC,1,35.85,55.4,55.95,46.06,-53.73,4.89,21.66
Low SoC,1,44.11,56.91,89.62,45.4,-35.95,3.48,10.19
Harsh Braking,0,25.45,26.71,36.85,71.31,3.45,67.62,55.61
Deep Discharge Warning,1,46.43,56.72,72.81,48.7,-51.43,16.26,3.52
Battery Under Voltage,1,42.87,57.48,78.91,44.49,-54.87,2.88,1.3
Deep Discharge Warning,1,38.56,54.11,69.9,45.17,-49.3,9.18,16.62
Harsh Braking,0,31.17,32.0,49.9,78.67,-18.46,95.82,41.4
Low SoC,1,36.81,47.17,55.66,43.26,-56.77,1.72,13.4
Harsh Acceleration,0,32.78,38.46,38.08,70.61,-16.06,68.0,38.07
Battery Under Voltage,1,42.83,59.52,58.77,50.75,-61.34,13.17,2.4
Harsh Braking,0,29.69,36.49,39.45,74.88,-11.88,81.82,33.95
Harsh Acceleration,0,22.72,27.77,37.01,78.04,-22.2,93.88,30.86
Harsh Acceleration,0,27.88,33.95,37.09,66.97,-27.91,53.83,30.6
OverSpeed,0,28.91,35.87,48.11,73.09,-20.18,70.85,34.33
Consecutive Fast Charging,1,38.88,51.74,58.55,46.19,-17.68,7.36,0.68
Harsh Acceleration,0,31.07,30.74,46.49,75.38,-10.86,81.41,27.11
Low SoC,1,49.92,65.54,79.55,48.12,-52.27,15.34,18.92
Deep Discharge Warning,1,19.44,36.33,60.96,44.79,-39.13,0.36,25.68
Battery Under Voltage,1,43.53,57.05,55.62,45.79,-38.27,10.04,11.26
Low SoC,1,51.34,64.89,83.51,45.68,-50.43,4.4,6.29
Harsh Cornering,0,30.98,38.04,39.17,66.46,-13.36,50.34,32.84
Low SoC,1,39.35,52.25,64.45,44.3,-51.47,3.22,38.5
Harsh Acceleration,0,25.58,29.99,40.65,66.45,-23.09,55.16,26.37
Harsh Acceleration,0,34.4,41.35,57.56,64.11,-2.78,42.06,30.95
Low SoC,1,44.65,63.72,86.07,45.94,-42.23,7.7,6.05
OverSpeed,0,30.16,34.54,41.31,72.65,-21.43,76.37,64.17
Deep Discharge Warning,1,45.14,57.66,75.23,48.29,-44.51,12.48,1.11
Harsh Acceleration,0,31.64,37.54,43.86,74.59,-3.95,78.92,49.72
Harsh Braking,0,25.18,31.51,39.05,63.92,-27.82,45.43,5.36
Low SoC,1,35.03,43.46,64.77,45.6,-43.59,7.4,16.54
Harsh Cornering,0,25.64,32.48,44.56,74.62,-21.82,80.96,38.15
Harsh Acceleration,0,30.49,36.43,44.04,67.8,-23.92,55.53,33.47
Harsh Braking,0,26.75,32.61,41.04,67.96,-4.66,58.5,33.42
Harsh Acceleration,0,33.45,39.46,53.71,67.51,-24.03,55.91,44.66
Deep Discharge Warning,1,58.24,75.09,82.66,46.68,-51.8,8.31,7.14
Harsh Acceleration,0,34.35,41.21,42.41,68.62,-7.51,57.26,30.36
Deep Discharge Warning,1,40.33,53.59,61.83,44.52,-46.74,7.85,4.1
Deep Discharge Warning,1,43.29,58.32,46.89,47.41,-48.39,5.07,13.66
Harsh Acceleration,0,26.08,32.29,41.06,76.25,-29.79,83.37,33.44
Consecutive Fast Charging,1,45.1,68.08,62.9,50.01,-54.09,10.56,12.61
Battery Under Voltage,1,31.61,43.25,55.21,47.67,-50.85,7.44,17.19
Consecutive Fast Charging,1,43.67,62.0,57.76,46.59,-68.53,4.83,4.82
Deep Discharge Warning,1,30.82,44.63,50.63,44.31,-100.98,1.5,50.28
Harsh Acceleration,0,33.33,38.95,38.75,63.85,9.03,42.96,41.76
Low SoC,1,52.86,65.92,77.43,46.55,-65.73,7.52,24.19
Harsh Braking,0,27.49,33.79,36.58,67.01,-8.73,53.14,13.39
Deep Discharge Warning,1,41.96,55.41,68.5,45.5,-36.31,1.73,11.48
Deep Discharge Warning,1,55.23,66.57,80.78,47.93,-65.63,11.69,23.91
Deep Discharge Warning,1,46.36,54.06,72.09,47.68,-75.38,5.27,5.21
Harsh Acceleration,0,20.8,30.36,35.31,63.88,1.95,43.19,54.29
Harsh Braking,0,32.9,36.58,46.18,77.62,-42.22,91.67,28.72
Harsh Braking,0,27.18,33.43,36.57,72.66,-23.08,71.8,45.91
Deep Discharge Warning,1,46.38,59.63,77.64,46.97,-66.7,8.35,32.62
Consecutive Fast Charging,1,53.81,68.55,77.75,46.95,-29.17,7.38,2.93
Harsh Acceleration,0,34.7,44.78,46.42,68.07,-11.29,57.61,17.09
Harsh Braking,0,28.24,34.98,36.81,68.65,-22.63,56.99,52.54
OverSpeed,0,37.63,45.15,51.77,71.05,-21.64,70.44,30.01
Battery Under Voltage,1,30.74,40.46,61.11,47.02,-57.22,4.24,9.98
Deep Discharge Warning,1,30.24,42.11,45.68,43.86,-25.46,5.04,2.43
Deep Discharge Warning,1,41.08,53.12,65.21,45.79,-38.69,6.76,0.79
Deep Discharge Warning,1,39.28,45.84,71.81,48.02,-57.55,14.43,8.51
Deep Discharge Warning,1,52.27,60.51,80.88,44.3,-34.28,9.84,3.01
OverSpeed,0,33.37,39.5,47.02,66.84,-23.15,53.07,33.19
Deep Discharge Warning,1,46.55,63.39,81.83,44.3,-60.47,4.63,4.08
Harsh Braking,0,28.24,35.28,44.03,78.95,-27.32,95.69,47.34
Battery Under Voltage,1,39.21,50.44,66.8,47.36,-46.07,2.94,4.17
Harsh Acceleration,0,33.76,39.46,56.0,77.17,-14.96,90.12,58.35
Deep Discharge Warning,1,57.27,74.08,100.41,46.34,-37.51,4.8,27.92
Deep Discharge Warning,1,37.87,57.12,60.06,46.15,-51.99,4.22,1.04
Deep Discharge Warning,1,63.44,82.45,74.83,46.11,-53.11,3.72,4.75
Harsh Braking,0,29.55,31.91,38.0,64.75,-21.14,47.05,31.08
Thermal Overheat Surge,1,53.06,65.57,71.32,45.2,-42.13,1.16,11.62
Battery Under Voltage,1,40.41,56.65,64.7,51.53,-28.76,26.8,12.61
Harsh Braking,0,33.88,43.72,43.15,64.35,-11.77,43.45,45.88
Deep Discharge Warning,1,44.56,56.53,65.64,48.26,-55.74,12.42,5.28
Consecutive Fast Charging,1,49.23,54.89,89.39,45.68,-44.74,2.01,5.22
OverSpeed,0,31.38,39.52,48.79,66.74,-5.84,51.83,27.04
Harsh Braking,0,27.15,31.19,47.65,72.55,-24.39,69.08,43.2
Harsh Acceleration,0,27.18,36.87,37.79,66.52,-16.05,52.1,18.54
Harsh Braking,0,29.89,32.95,53.81,72.17,-25.7,70.36,42.1
Battery Under Voltage,1,39.28,51.11,49.38,49.38,-62.93,11.96,28.63
Low SoC,1,37.77,49.93,69.44,47.82,-39.63,5.23,22.8
Battery Under Voltage,1,48.93,62.87,79.6,44.99,-54.7,2.09,14.09
Deep Discharge Warning,1,44.68,53.41,75.73,47.14,-49.31,5.14,1.9
Harsh Acceleration,0,23.15,26.43,37.67,78.36,-22.62,94.64,24.11
Deep Discharge Warning,1,58.46,67.13,92.87,47.46,-43.07,2.93,15.25
Deep Discharge Warning,1,43.15,49.83,58.2,47.07,-12.85,8.28,34.05
Low SoC,1,32.74,45.42,63.57,44.46,-73.13,3.91,20.65
Battery Under Voltage,1,38.71,51.48,64.59,46.97,-60.44,18.12,9.94
Deep Discharge Warning,1,41.59,53.64,78.86,45.31,-46.86,2.66,3.31
Deep Discharge Warning,1,35.14,46.15,54.69,48.84,-22.83,17.98,24.68
Low SoC,1,43.89,60.89,68.21,45.97,-47.97,1.21,15.45
Harsh Acceleration,0,29.18,32.32,38.98,77.52,-12.67,90.04,66.76
Deep Discharge Warning,1,20.36,32.32,44.94,43.62,-38.53,2.09,20.14
Harsh Cornering,0,32.02,34.79,43.49,71.97,-26.51,74.3,30.19
Harsh Acceleration,0,32.72,41.61,44.53,69.32,-22.83,61.13,8.89
Low SoC,1,39.18,52.4,76.57,45.02,-41.04,2.9,20.94
OverSpeed,0,25.21,32.25,44.47,78.66,-20.18,93.03,36.04
Battery Under Voltage,1,42.84,48.42,66.17,46.35,-20.09,8.17,11.74
Low SoC,1,50.52,64.24,76.96,45.44,-63.73,8.04,19.84
OverSpeed,0,23.48,31.23,36.4,66.86,-8.43,50.41,37.58
Battery Under Voltage,1,48.87,64.41,69.69,50.11,-48.18,20.09,5.02
Deep Discharge Warning,1,38.73,49.41,70.83,44.82,-46.84,14.38,2.26
Low SoC,1,53.78,67.8,80.65,47.41,-51.43,6.42,17.65
Low SoC,1,43.03,49.61,73.12,47.47,-47.36,11.24,14.02
Battery Under Voltage,1,48.46,59.62,65.89,45.22,-59.71,4.64,24.95
Harsh Braking,0,29.28,37.5,37.49,69.08,-26.49,57.94,14.46
Deep Discharge Warning,1,39.48,55.84,66.57,45.67,-63.75,8.38,17.74
Low SoC,1,42.11,58.18,75.93,45.3,-31.15,7.15,17.28
Harsh Braking,0,26.67,31.89,44.03,70.97,-15.47,62.81,42.32
Deep Discharge Warning,1,51.14,58.63,76.82,45.02,-64.87,3.61,0.6
Harsh Braking,0,24.48,31.59,30.62,78.38,-5.83,91.89,36.76
Harsh Cornering,0,32.27,37.89,34.22,76.44,-19.43,86.63,44.19
Deep Discharge Warning,1,41.85,54.12,83.4,46.33,-51.48,8.79,13.42
Harsh Cornering,0,30.71,37.02,34.28,75.45,-14.7,82.26,7.61
Low SoC,1,34.99,40.33,51.49,46.04,-51.26,5.53,9.55
Battery Under Voltage,1,51.16,65.03,69.52,49.21,-61.29,21.78,19.37
Low SoC,1,52.17,68.74,82.51,48.05,-28.43,3.66,29.21
Harsh Cornering,0,27.9,37.7,45.49,78.33,-22.32,95.1,4.47
OverSpeed,0,29.61,36.73,50.38,79.48,-32.6,96.73,43.47
Deep Discharge Warning,1,26.14,34.98,47.96,45.57,-37.65,2.06,26.88
Harsh Acceleration,0,28.51,35.72,42.21,74.55,-19.43,79.02,39.92
Deep Discharge Warning,1,34.17,43.76,64.36,49.02,-47.52,10.89,3.54
Harsh Cornering,0,38.1,42.95,53.94,73.25,-26.94,76.12,25.82
Low SoC,1,37.94,53.58,65.0,46.8,-49.33,8.6,12.11
Deep Discharge Warning,1,42.59,53.3,65.04,46.05,-36.83,11.38,12.72
Low SoC,1,41.67,54.99,72.17,46.78,-48.36,2.09,19.72
Deep Discharge Warning,1,46.16,63.84,82.05,45.24,-57.92,8.73,12.2
Harsh Acceleration,0,25.98,34.57,37.79,77.43,-20.38,93.21,14.63
Battery Under Voltage,1,44.26,55.93,59.73,46.45,-63.93,7.96,17.42
Deep Discharge Warning,1,35.14,47.99,55.54,48.3,-70.83,15.11,0.71
Harsh Acceleration,0,31.64,32.19,51.37,72.8,-15.22,79.89,18.36
Deep Discharge Warning,1,50.05,59.57,72.74,44.24,-86.14,1.63,17.01
Harsh Braking,0,32.98,35.63,44.47,63.84,-11.4,41.34,22.05
Harsh Acceleration,0,27.26,32.22,44.51,64.82,-16.08,46.15,28.96
Harsh Braking,0,24.67,26.71,48.89,65.14,-21.25,42.23,41.03
Deep Discharge Warning,1,28.76,40.04,54.41,44.76,-31.27,2.28,4.34
Harsh Braking,0,28.59,36.28,42.21,66.38,-27.27,46.0,49.97
OverSpeed,0,34.66,43.77,43.95,64.52,-12.37,44.81,32.11
Thermal Overheat Surge,1,33.89,49.05,55.21,46.5,-49.52,5.5,13.9
Harsh Braking,0,25.67,30.61,34.77,68.64,-7.4,61.83,26.47
Low SoC,1,37.01,52.69,66.75,45.05,-39.8,3.12,2.54
Low SoC,1,48.9,61.92,61.58,47.0,-40.26,5.11,0.82
Low SoC,1,48.53,58.15,68.64,45.31,-60.06,6.5,3.48
Deep Discharge Warning,1,33.11,46.3,54.95,46.97,-58.93,2.61,11.27
Low SoC,1,32.37,43.23,67.31,45.43,-25.11,7.28,11.14
Harsh Acceleration,0,36.05,42.0,54.99,64.13,8.01,43.03,41.06
OverSpeed,0,26.26,33.17,45.88,71.09,-15.33,69.47,39.05
Deep Discharge Warning,1,26.88,38.97,47.72,46.08,-48.92,5.95,13.75
Battery Under Voltage,1,49.87,60.52,85.22,46.14,-50.01,8.12,34.28
Harsh Acceleration,0,25.77,29.82,42.34,70.16,-7.69,60.81,36.15
Harsh Braking,0,33.42,39.38,47.5,64.15,-20.72,47.12,19.51
OverSpeed,0,33.68,40.23,49.19,75.11,0.14,81.64,29.89
Harsh Acceleration,0,21.68,31.09,28.58,68.87,-9.16,61.34,26.95
Harsh Acceleration,0,25.68,32.45,37.85,65.21,-13.17,49.03,14.71
OverSpeed,0,34.2,37.58,44.98,66.19,-16.49,50.91,15.24
OverSpeed,0,30.89,35.32,40.97,77.8,-18.14,95.68,32.42
Harsh Acceleration,0,36.7,45.47,47.14,75.93,-11.9,88.42,17.93
Harsh Braking,0,29.97,32.41,39.46,75.75,-9.35,85.26,24.21
Battery Under Voltage,1,33.93,45.36,64.5,50.23,-58.58,14.71,26.99
Consecutive Fast Charging,1,55.02,61.54,72.89,47.19,-48.55,3.17,17.38
Harsh Acceleration,0,25.07,26.9,26.25,75.83,-16.9,83.28,17.09
Harsh Acceleration,0,33.1,44.16,44.89,72.12,-4.63,68.5,24.1
Deep Discharge Warning,1,47.75,63.17,75.06,45.11,-54.94,4.39,9.94
Harsh Braking,0,28.88,39.28,46.66,73.34,-32.53,78.91,7.47
OverSpeed,0,31.33,38.82,34.65,70.57,-3.84,63.32,43.14
OverSpeed,0,23.24,24.66,29.79,64.61,-19.31,49.15,32.68
Harsh Braking,0,32.21,40.77,46.25,69.45,2.24,64.8,16.66
Harsh Acceleration,0,29.89,36.3,31.14,65.47,-3.02,46.02,38.44
Consecutive Fast Charging,1,42.21,56.54,68.07,47.09,-25.9,1.64,3.85
Deep Discharge Warning,1,44.21,56.68,79.05,46.73,-67.6,7.97,24.32
Low SoC,1,38.11,50.39,65.23,43.72,-41.86,1.45,28.52
Harsh Acceleration,0,33.28,37.87,47.42,63.43,-15.07,46.25,26.87
Low SoC,1,53.47,61.58,98.19,46.28,-43.85,3.47,7.01
Low SoC,1,43.15,58.87,71.45,49.17,-19.1,13.51,6.66
Harsh Braking,0,34.54,40.73,47.15,68.66,-17.67,55.21,37.75
Deep Discharge Warning,1,45.28,56.45,74.87,47.51,-60.84,3.46,30.5
Harsh Braking,0,34.79,36.15,46.31,65.55,-5.88,45.05,40.78
Harsh Acceleration,0,28.14,29.68,43.29,64.67,-39.13,44.92,47.13
OverSpeed,0,31.62,39.26,35.19,78.9,-20.14,97.77,18.84
Deep Discharge Warning,1,34.54,50.69,57.02,43.87,-41.29,1.72,8.41
Low SoC,1,40.71,56.46,84.62,44.25,-37.08,3.0,7.85
Harsh Braking,0,31.81,36.37,41.06,73.88,-32.6,78.26,10.31
Thermal Overheat Surge,1,46.94,61.68,71.26,46.13,-54.63,11.08,24.32
OverSpeed,0,32.46,39.16,39.28,79.48,-13.4,95.81,44.31
OverSpeed,0,32.54,44.99,49.78,73.35,-16.28,75.53,38.23
Harsh Braking,0,26.11,30.47,42.31,78.01,-34.09,91.54,29.39
Low SoC,1,36.48,52.07,62.77,49.82,-21.17,17.27,11.04
Deep Discharge Warning,1,38.16,57.9,68.81,46.61,-35.95,8.07,19.62
Battery Under Voltage,1,35.57,54.88,56.93,47.18,-52.39,5.93,10.18
Battery Under Voltage,1,32.66,46.35,59.85,48.6,-46.64,6.81,17.27
Low SoC,1,48.19,63.64,73.87,49.93,-50.96,22.96,4.94
Harsh Braking,0,36.13,42.78,50.58,68.93,-15.98,61.83,42.36
Harsh Braking,0,35.7,40.13,36.32,64.42,-11.47,43.56,34.29
Deep Discharge Warning,1,46.62,62.37,67.29,49.1,-65.78,19.12,19.65
Battery Under Voltage,1,38.27,50.52,56.64,48.34,-37.24,9.59,23.07
Harsh Braking,0,32.79,39.89,45.32,68.59,-19.33,56.04,14.97
Harsh Acceleration,0,37.75,45.13,42.89,74.91,-16.89,79.97,53.78
